대학명,캠퍼스,계열,추천전형,전형명,전형명_key,전형구분,모집단위,모집인원,2024_모집인원,D-2(2024),D-1(2024),D-0오전(2024),D-0오후(2024),최종(2024),3개년평균,경쟁률_0910_1100,경쟁률_0910_1500,지원인원_0910_1100,지원인원_0910_1500
건국대학교,,인문,1,학생부교과(KU지역균형),KU지역균형,교과,응용통계학과,4,5,1.8,3.6,5,6.2,7.2,15.13,1,1,4,4
건국대학교,,,1,학생부교과(KU지역균형),KU지역균형,교과,이과대학자유전공학부,13,,,,,,,,0.08,0.08,1,1
건국대학교,,인문,0,학생부종합(KU자기추천),KU자기추천,종합,일어교육과,16,16,2.88,5.75,9.38,10.19,13.06,11.07,2.31,2.31,37,37
건국대학교,,인문,1,학생부교과(KU지역균형),KU지역균형,교과,일어교육과,3,3,0.33,1.33,2.33,2.67,6.33,11.89,0.33,0.33,1,1
건국대학교,,,0,학생부종합(KU자기추천),KU자기추천,종합,재료공학과,15,,,,,,,,0.87,0.87,13,13
건국대학교,,,1,학생부교과(KU지역균형),KU지역균형,교과,재료공학과,5,,,,,,,,0,0,0,0
건국대학교,,자연,0,학생부종합(KU자기추천),KU자기추천,종합,전기전자공학부,31,40,2.68,8.38,14.58,16.32,20.2,18.72,0.97,0.97,30,30
건국대학교,,자연,1,학생부교과(KU지역균형),KU지역균형,교과,전기전자공학부,11,29,2.1,6.41,9.14,9.62,11.14,17.14,1.09,1.09,12,12
건국대학교,,인문,0,학생부종합(KU자기추천),KU자기추천,종합,정치외교학과,9,10,5.3,12.6,20.5,22.8,27.8,27.61,1.67,1.67,15,15
건국대학교,,인문,1,학생부교과(KU지역균형),KU지역균형,교과,정치외교학과,3,4,4.5,9.5,12,13.5,14.75,15.92,2,2,6,6
건국대학교,,인문,0,학생부종합(KU자기추천),KU자기추천,종합,중어중문학과,13,13,2,5,8.08,9.31,11,14.44,0.77,0.77,10,10
건국대학교,,인문,1,학생부교과(KU지역균형),KU지역균형,교과,중어중문학과,4,4,0.75,2,4,4.25,5.5,15.42,0.25,0.25,1,1
건국대학교,,인문,0,학생부종합(KU자기추천),KU자기추천,종합,지리학과,15,20,2.8,6.2,8.35,9.2,11.75,10.23,1.67,1.67,25,25
건국대학교,,인문,1,학생부교과(KU지역균형),KU지역균형,교과,지리학과,3,3,1.33,2.67,4,4,5.33,13.44,0.33,0.33,1,1
건국대학교,,인문,0,학생부종합(KU자기추천),KU자기추천,종합,철학과,15,17,3.24,8.53,14.18,15.53,18.88,15.21,2.33,2.33,35,35
건국대학교,,인문,1,학생부교과(KU지역균형),KU지역균형,교과,철학과,3,4,1.5,3.5,4.75,5.75,8,13.81,1.67,1.67,5,5
건국대학교,,자연,0,학생부종합(KU자기추천),KU자기추천,종합,첨단바이오공학부,14,22,4.36,13.55,22.77,25.73,33.09,31.32,2.93,2.93,41,41
건국대학교,,,1,학생부교과(KU지역균형),KU지역균형,교과,첨단바이오공학부,5,,,,,,,,0,0,0,0
건국대학교,,자연,0,학생부종합(KU자기추천),KU자기추천,종합,컴퓨터공학부,31,38,4.92,14.34,24.97,27.37,31.45,26.97,1.23,1.23,38,38
건국대학교,,자연,1,학생부교과(KU지역균형),KU지역균형,교과,컴퓨터공학부,10,21,0.95,3.48,6.24,6.9,8.05,18.43,1.3,1.3,13,13
건국대학교,,,0,학생부종합(KU자기추천),KU자기추천,종합,항공우주모빌리티공학과,9,,,,,,,,3.33,3.33,30,30
건국대학교,,,1,학생부교과(KU지역균형),KU지역균형,교과,항공우주모빌리티공학과,5,,,,,,,,1,1,5,5
건국대학교,,인문,0,학생부종합(KU자기추천),KU자기추천,종합,행정학과,14,14,2.93,8.79,14.29,16.36,20.14,23.88,1.29,1.29,18,18
건국대학교,,인문,1,학생부교과(KU지역균형),KU지역균형,교과,행정학과,5,9,3.22,8.11,11.56,12.78,14.56,18.93,0.6,0.6,3,3
건국대학교,,자연,0,학생부종합(KU자기추천),KU자기추천,종합,화공학부,16,43,2.23,7.16,12.74,14.33,18.79,18.86,0.81,0.81,13,13
건국대학교,,자연,1,학생부교과(KU지역균형),KU지역균형,교과,화공학부,6,23,1.48,5.22,7.87,8.48,10.39,15.7,0.83,0.83,5,5
건국대학교,,자연,0,학생부종합(KU자기추천),KU자기추천,종합,화학과,8,10,5.2,15.6,26.3,29.9,35,26.91,2,2,16,16
건국대학교,,자연,1,학생부교과(KU지역균형),KU지역균형,교과,화학과,3,4,5.25,12.5,19,20,24.75,20.75,1.33,1.33,4,4
건국대학교,,자연,0,학생부종합(KU자기추천),KU자기추천,종합,환경보건산림조경학부,18,14,3.36,9.57,18.57,21.14,27.21,21.2,2.28,2.28,41,41
건국대학교,,자연,1,학생부교과(KU지역균형),KU지역균형,교과,환경보건산림조경학부,5,4,4.25,11,17,19,23.75,16.92,0.8,0.8,4,4
경기대학교,수원캠퍼스,자연,0,KGU학생부종합,KGU학생부종합,종합,AI컴퓨터공학부,52,20,5.15,8.35,13.85,14.7,16.9,13.57,1.08,1.21,56,63
경기대학교,수원캠퍼스,자연,0,교과성적우수자,교과성적우수자,교과,AI컴퓨터공학부,18,34,3.59,6.35,11.97,12.74,15.18,13.82,1.28,1.39,23,25
경기대학교,수원캠퍼스,자연,1,학교장추천,학교장추천,교과,AI컴퓨터공학부,34,28,2.46,4.43,7.11,7.71,8.93,10.05,0.82,0.82,28,28
경기대학교,수원캠퍼스,,0,KGU학생부종합,KGU학생부종합,종합,Fine Arts학부,12,,,,,,,,0.75,0.75,9,9
경기대학교,수원캠퍼스,예체,1,학교장추천,학교장추천,교과,Fine Arts학부,4,4,1.75,3,4.75,5.25,5.75,6.92,0.5,0.75,2,3
경기대학교,수원캠퍼스,자연,0,KGU학생부종합,KGU학생부종합,종합,건축학과5년제,14,14,4.36,7.79,14.36,15.07,18.36,15.5,0.93,1,13,14
경기대학교,수원캠퍼스,자연,0,교과성적우수자,교과성적우수자,교과,건축학과5년제,2,3,9.33,13.67,23.67,25.33,27.67,19.97,3,3,6,6
경기대학교,수원캠퍼스,자연,1,학교장추천,학교장추천,교과,건축학과5년제,5,7,5,7.86,10.71,10.86,12,12.33,0.8,0.8,4,4
경기대학교,수원캠퍼스,인문,0,KGU학생부종합,KGU학생부종합,종합,경영학부,56,57,3.6,6.95,10.96,11.74,13.89,10.41,0.63,0.68,35,38
경기대학교,수원캠퍼스,인문,0,교과성적우수자,교과성적우수자,교과,경영학부,18,40,2.82,5.15,8.15,8.98,11.38,11.95,1.06,1.11,19,20
경기대학교,수원캠퍼스,인문,1,학교장추천,학교장추천,교과,경영학부,33,41,2.07,3.76,5.56,5.88,6.93,8.39,0.64,0.7,21,23
경기대학교,수원캠퍼스,인문,0,KGU학생부종합,KGU학생부종합,종합,경제학부,42,42,1.83,3.6,7.17,7.64,10.45,7.13,0.69,0.71,29,30
경기대학교,수원캠퍼스,인문,0,교과성적우수자,교과성적우수자,교과,경제학부,10,21,3,4.57,8.71,9.33,11.76,11.65,0.5,0.7,5,7
경기대학교,수원캠퍼스,인문,1,학교장추천,학교장추천,교과,경제학부,22,26,1.19,2,4.23,4.42,6.23,9.41,0.86,0.91,19,20
경기대학교,수원캠퍼스,인문,0,KGU학생부종합,KGU학생부종합,종합,공공안전학부,24,25,4.76,7.64,11.12,11.48,12.64,11.33,1.63,1.79,39,43
경기대학교,수원캠퍼스,인문,0,교과성적우수자,교과성적우수자,교과,공공안전학부,5,2,6,13,18.5,18.5,22,19.89,2.4,2.6,12,13
경기대학교,수원캠퍼스,인문,1,학교장추천,학교장추천,교과,공공안전학부,10,8,3.62,5.38,6.25,6.62,8,11.76,1.3,1.3,13,13
경기대학교,수원캠퍼스,인문,0,KGU학생부종합,KGU학생부종합,종합,공공인재학부,24,26,1.92,3.88,7.58,8.5,10.88,8.45,0.79,0.79,19,19
경기대학교,수원캠퍼스,인문,0,교과성적우수자,교과성적우수자,교과,공공인재학부,6,10,2.8,5,9,9.9,12.2,16.42,0.83,1.17,5,7
경기대학교,수원캠퍼스,인문,1,학교장추천,학교장추천,교과,공공인재학부,12,13,1.46,2.54,4.54,5.08,6.92,11.06,0.92,1.25,11,15
경기대학교,서울캠퍼스,인문,0,KGU학생부종합,KGU학생부종합,종합,관광개발경영학과,20,21,3.86,6.48,10.62,11.29,14.1,10.86,0.9,1.05,18,21
경기대학교,서울캠퍼스,인문,0,교과성적우수자,교과성적우수자,교과,관광개발경영학과,5,7,2.14,4,5.86,6.14,8.86,7.93,0.8,0.8,4,4
경기대학교,서울캠퍼스,인문,1,학교장추천,학교장추천,교과,관광개발경영학과,10,7,4.29,8.29,11.43,11.57,13.29,8.77,0.6,0.6,6,6
경기대학교,서울캠퍼스,인문,0,KGU학생부종합,KGU학생부종합,종합,관광문화콘텐츠학과,10,10,7.1,12.9,21.8,23,27.2,17.99,1.4,1.4,14,14
경기대학교,서울캠퍼스,인문,0,교과성적우수자,교과성적우수자,교과,관광문화콘텐츠학과,3,2,5,8,15,16,18,13.62,0.67,1,2,3
